,0,1,2
1801,2,8,0.527080429
1842,2,8,0.527027943
1815,2,8,0.526934484
1825,2,8,0.52680125
1832,2,8,0.526786829
1835,2,8,0.526667145
1820,2,8,0.526617414
1808,2,8,0.526608914
1847,2,8,0.526468594
1812,2,8,0.526442321
1824,2,8,0.526361033
1827,2,8,0.526223831
1823,2,8,0.525565272
1816,2,8,0.525260244
1822,2,8,0.525126784
1845,2,8,0.524833384
1838,2,8,0.524630829
1810,2,8,0.524579766
1811,2,8,0.524490644
1817,2,8,0.524404476
1814,2,8,0.524113969
1805,2,8,0.52364772
1807,2,8,0.523411365
1841,2,8,0.522917018
1839,2,8,0.522541599
1802,2,8,0.522223759
1818,2,8,0.521870311
1831,2,8,0.521475846
1829,2,8,0.516324944
1769,2,7,0.446725731
1786,2,7,0.446496667
1798,2,7,0.446055697
1754,2,7,0.445996259
1794,2,7,0.445928353
1771,2,7,0.445924019
1793,2,7,0.445921798
1783,2,7,0.445919643
1776,2,7,0.445797628
1784,2,7,0.445557481
1780,2,7,0.445548157
1790,2,7,0.445506269
1799,2,7,0.44545196
1750,2,7,0.445349641
1778,2,7,0.445340149
1759,2,7,0.445296995
1763,2,7,0.445171733
1756,2,7,0.445075967
1796,2,7,0.445068665
1751,2,7,0.444988176
1787,2,7,0.444987095
1792,2,7,0.444872001
1765,2,7,0.444705221
1753,2,7,0.444677115
1775,2,7,0.444644289
1785,2,7,0.444626893
1782,2,7,0.444624129
1762,2,7,0.44445252
1770,2,7,0.444439248
1758,2,7,0.444359396
1797,2,7,0.444306331
1774,2,7,0.444269219
1777,2,7,0.444259277
1773,2,7,0.443735397
1772,2,7,0.44353425
1766,2,7,0.443411601
1788,2,7,0.443139284
1760,2,7,0.442959431
1767,2,7,0.442914934
1764,2,7,0.442907666
1761,2,7,0.442864149
1795,2,7,0.442838703
1755,2,7,0.442085279
1757,2,7,0.441872739
1791,2,7,0.441351779
1789,2,7,0.44129712
1752,2,7,0.441006406
1768,2,7,0.440896112
1781,2,7,0.440485768
1779,2,7,0.436759396
1719,2,6,0.351142903
1736,2,6,0.350958974
1704,2,6,0.350813988
1733,2,6,0.350724701
1721,2,6,0.350693878
1726,2,6,0.350686034
1734,2,6,0.350668821
1743,2,6,0.350627314
1744,2,6,0.350624661
1748,2,6,0.350618689
1730,2,6,0.350578868
1740,2,6,0.350501149
1728,2,6,0.350437174
1749,2,6,0.350429091
1700,2,6,0.350252679
1709,2,6,0.350217965
1713,2,6,0.350192337
1701,2,6,0.350187047
1737,2,6,0.350140226
1746,2,6,0.350087443
1742,2,6,0.350067787
1706,2,6,0.350022388
1735,2,6,0.349920614
1715,2,6,0.349806299
1712,2,6,0.349788006
1732,2,6,0.349787668
1725,2,6,0.349762017
1720,2,6,0.34964772
1703,2,6,0.349613168
1727,2,6,0.349609224
1724,2,6,0.349561947
1747,2,6,0.349530885
1708,2,6,0.349481609
1723,2,6,0.349243221
1722,2,6,0.349165214
1738,2,6,0.348917404
1716,2,6,0.348898077
1714,2,6,0.348802572
1717,2,6,0.348713409
1710,2,6,0.348659806
1711,2,6,0.348561332
1745,2,6,0.348339662
1705,2,6,0.347913544
1707,2,6,0.347715239
1739,2,6,0.347373418
1741,2,6,0.34729084
1702,2,6,0.347235718
1718,2,6,0.347174588
1731,2,6,0.346745032
1729,2,6,0.344337611
1669,2,5,0.246795007
1684,2,5,0.246713039
1654,2,5,0.246708515
1683,2,5,0.246664876
1686,2,5,0.24660788
1671,2,5,0.24660238
1676,2,5,0.246600126
1680,2,5,0.246597452
1678,2,5,0.246545078
1690,2,5,0.246534912
1693,2,5,0.246504416
1699,2,5,0.246484637
1694,2,5,0.246477128
1651,2,5,0.246399382
1698,2,5,0.246379067
1663,2,5,0.246335133
1650,2,5,0.246301826
1692,2,5,0.246278885
1687,2,5,0.246277994
1659,2,5,0.246265948
1685,2,5,0.246230057
1696,2,5,0.246210031
1662,2,5,0.246169402
1656,2,5,0.246124035
1682,2,5,0.246055833
1665,2,5,0.246001247
1677,2,5,0.245986883
1670,2,5,0.245954806
1675,2,5,0.245934269
1674,2,5,0.245926118
1697,2,5,0.2458799
1653,2,5,0.245779794
1673,2,5,0.245777338
1658,2,5,0.245748076
1672,2,5,0.245728888
1688,2,5,0.245609767
1667,2,5,0.245476547
1666,2,5,0.245430807
1664,2,5,0.245409356
1660,2,5,0.245372899
1661,2,5,0.245286037
1695,2,5,0.245054632
1655,2,5,0.244859592
1657,2,5,0.244677313
1689,2,5,0.244491603
1652,2,5,0.244477255
1668,2,5,0.244405176
1691,2,5,0.244373947
1681,2,5,0.244015053
1679,2,5,0.242618747
3898,3,20,0.242590328
3894,3,20,0.242562517
3948,3,21,0.242333255
3848,3,19,0.242299083
3944,3,21,0.242294245
3844,3,19,0.242268565
3876,3,20,0.242095677
3926,3,21,0.242082025
3998,3,22,0.241710742
3976,3,22,0.241689038
3994,3,22,0.241648307
3826,3,19,0.241561818
3798,3,18,0.241264771
3794,3,18,0.241225781
3886,3,20,0.241113125
3836,3,19,0.241079515
4026,3,23,0.241039157
4048,3,23,0.240849344
4044,3,23,0.240758921
3936,3,21,0.240598806
3776,3,18,0.240301848
3786,3,18,0.240301232
3863,3,20,0.24020538
4076,3,24,0.240202762
3819,3,19,0.240045289
3913,3,21,0.240038642
3887,3,20,0.23994815
3869,3,20,0.23992219
3853,3,20,0.239886264
3813,3,19,0.239849308
3803,3,19,0.239832535
4098,3,24,0.239820214
3856,3,20,0.239798506
3865,3,20,0.239739427
3986,3,22,0.239720924
4094,3,24,0.239706643
3937,3,21,0.239665808
3837,3,19,0.239660997
3806,3,19,0.239654989
3915,3,21,0.23952913
3963,3,22,0.239522621
3850,3,20,0.239480277
3769,3,18,0.2394426
3883,3,20,0.239421105
3800,3,19,0.239416556
3815,3,19,0.239413378
3906,3,21,0.239407672
3903,3,21,0.239405951
3833,3,19,0.239388082
3919,3,21,0.239273622
3748,3,17,0.239222459
4126,3,25,0.23919644
3744,3,17,0.239175256
3893,3,20,0.239078486
3753,3,18,0.239053014
3843,3,19,0.239037883
3900,3,21,0.239027238
3987,3,22,0.238988253
3965,3,22,0.238957694
3933,3,21,0.238930382
3859,3,20,0.238819262
3756,3,18,0.238787514
3763,3,18,0.238786039
4013,3,23,0.238782043
3809,3,19,0.238741635
3874,3,20,0.238672352
3956,3,22,0.238657951
3750,3,18,0.23864577
4148,3,25,0.238639508
3783,3,18,0.238639041
3787,3,18,0.238626628
4036,3,23,0.238612255
3943,3,21,0.238593461
3953,3,22,0.238575283
3824,3,19,0.238535704
4144,3,25,0.238512321
3736,3,17,0.238505223
3870,3,20,0.23837882
3909,3,21,0.238378698
3765,3,18,0.238368045
3821,3,19,0.238357338
3924,3,21,0.238289502
3969,3,22,0.238287131
3793,3,18,0.238280891
3871,3,20,0.238279141
3820,3,19,0.238247719
3950,3,22,0.238235012
4015,3,23,0.238148224
3983,3,22,0.238100959
3726,3,17,0.238072182
3896,3,20,0.238051666
4037,3,23,0.23804558
4176,3,26,0.238005783
3920,3,21,0.237998182
3846,3,19,0.237979813
3759,3,18,0.237958821
3889,3,20,0.23790837
4063,3,24,0.237890237
3939,3,21,0.237853308
3719,3,17,0.23783593
3891,3,20,0.237801585
3993,3,22,0.237762321
3882,3,20,0.237745211
3771,3,18,0.23774238
3921,3,21,0.23770475
3774,3,18,0.237691364
4006,3,23,0.237679427
3880,3,20,0.237672219
3946,3,21,0.237636976
3959,3,22,0.237598497
3841,3,19,0.237592877
3974,3,22,0.237564589
3830,3,19,0.237562541
3832,3,19,0.237537419
4003,3,23,0.237522207
3941,3,21,0.23750331
3897,3,20,0.23749804
3899,3,20,0.237494882
3932,3,21,0.237479336
3839,3,19,0.237454784
3989,3,22,0.237452833
3849,3,19,0.237446192
3855,3,20,0.237421269
3770,3,18,0.237414799
3905,3,21,0.237397364
3847,3,19,0.237378583
3842,3,19,0.237360853
4086,3,24,0.237348421
3892,3,20,0.237343047
3808,3,19,0.237309964
4198,3,26,0.237291341
3858,3,20,0.237284111
3970,3,22,0.237280336
3703,3,17,0.237279216
3930,3,21,0.237238172
4000,3,23,0.237230141
3796,3,18,0.237227574
3835,3,19,0.237185828
4065,3,24,0.237170633
4194,3,26,0.237159349
3840,3,19,0.23715438
3890,3,20,0.237124859
3947,3,21,0.237112983
4019,3,23,0.237097583
3885,3,20,0.237074261
4033,3,23,0.237063811
3955,3,22,0.237053301
3949,3,21,0.237037651
3805,3,19,0.236955731
3851,3,20,0.236936405
3706,3,17,0.236928741
4087,3,24,0.236918012
3982,3,22,0.236916811
3996,3,22,0.236916597
3733,3,17,0.236903188
3700,3,17,0.236900096
3845,3,19,0.236896603
3991,3,22,0.236869117
4113,3,25,0.236859743
4039,3,23,0.236824872
3971,3,22,0.236818009
3801,3,19,0.236798599
3942,3,21,0.236796893
3895,3,20,0.236780665
3713,3,17,0.236761137
3780,3,18,0.236730558
3908,3,21,0.236721761
4043,3,23,0.236718766
3799,3,18,0.23670392
3791,3,18,0.236690175
3782,3,18,0.236667518
3792,3,18,0.236663115
4024,3,23,0.236624635
3758,3,18,0.236611562
4226,3,27,0.23661024
4009,3,23,0.236605535
3737,3,17,0.236593168
3940,3,21,0.236589102
3785,3,18,0.236575877
3901,3,21,0.2365738
3797,3,18,0.236571081
4056,3,24,0.23654638
3743,3,17,0.236545289
4005,3,23,0.236510613
3790,3,18,0.236487404
3804,3,19,0.236449342
3980,3,22,0.236434312
3935,3,21,0.236432018
3997,3,22,0.236396315
4020,3,23,0.236355434
3715,3,17,0.236348738
4053,3,24,0.236318841
3789,3,18,0.236308603
3854,3,20,0.236283598
3795,3,18,0.236281168
3999,3,22,0.236252196
3709,3,17,0.236206174
3878,3,20,0.236186616
4032,3,23,0.236183314
3828,3,19,0.236163809
3721,3,17,0.23616007
3823,3,19,0.236131848
3884,3,20,0.236127566
3945,3,21,0.236126546
3873,3,20,0.236101204
3834,3,19,0.236098966
4050,3,24,0.236084874
4115,3,25,0.236042293
4089,3,24,0.236033819
4041,3,23,0.236025755
4046,3,23,0.236014102
3751,3,18,0.235976705
4136,3,25,0.235945427
3754,3,18,0.235923375
3698,3,16,0.235900076
3992,3,22,0.235897171
4083,3,24,0.235892008
3951,3,22,0.23588467
3724,3,17,0.235871799
3694,3,16,0.235847036
4055,3,24,0.235838435
3755,3,18,0.235829819
3958,3,22,0.235806913
3812,3,19,0.235784106
4069,3,24,0.235780908
4248,3,27,0.235747047
4021,3,23,0.235745759
3990,3,22,0.235724592
3928,3,21,0.23571212
4163,3,26,0.235669841
3862,3,20,0.235666007
3934,3,21,0.235659984
3914,3,21,0.235636025
4137,3,25,0.235630328
4244,3,27,0.235623916
3720,3,17,0.235620142
3904,3,21,0.235619352
3964,3,22,0.23554919
3923,3,21,0.235540976
4093,3,24,0.235540918
4074,3,24,0.235538622
3827,3,19,0.235532011
3746,3,17,0.235522283
4059,3,24,0.235475095
4047,3,23,0.235472378
3864,3,20,0.235467222
3778,3,18,0.235460964
3773,3,18,0.235446754
3985,3,22,0.235441126
3877,3,20,0.235427571
3686,3,16,0.235409346
3784,3,18,0.235389303
4030,3,23,0.235386322
4082,3,24,0.23533885
4014,3,23,0.235310779
4070,3,24,0.235293517
4106,3,25,0.235278333
4049,3,23,0.23526359
3762,3,18,0.23519813
3995,3,22,0.235122825
4139,3,25,0.235089854
4105,3,25,0.23504755
4091,3,24,0.235043281
3912,3,21,0.23503584
3749,3,17,0.235003948
4096,3,24,0.234995599
4001,3,23,0.234994044
4103,3,25,0.234986215
3742,3,17,0.234984986
3735,3,17,0.234975565
4064,3,24,0.234969216
4276,3,28,0.234958009
3777,3,18,0.234943854
3669,3,16,0.234933233
3708,3,17,0.234932766
3838,3,19,0.23492635
3888,3,20,0.234921287
3730,3,17,0.234921033
3978,3,22,0.234911603
3852,3,20,0.234893466
3814,3,19,0.234885642
3732,3,17,0.234875265
3984,3,22,0.234871214
3740,3,17,0.234857062
3741,3,17,0.2348264
3927,3,21,0.234820284
3747,3,17,0.23481672
4100,3,25,0.234816517
3802,3,19,0.234775127
4042,3,23,0.234770236
4165,3,26,0.234749765
4008,3,23,0.23467279
3745,3,17,0.234663996
4040,3,23,0.234659182
3954,3,22,0.234633029
3973,3,22,0.234629343
3676,3,16,0.234613747
4133,3,25,0.234600122
4071,3,24,0.234558452
4114,3,25,0.234513782
3902,3,21,0.234511529
3704,3,17,0.234438016
3938,3,21,0.234416974
3807,3,19,0.234412817
4097,3,24,0.234408169
4186,3,26,0.234389631
4132,3,25,0.234383495
4119,3,25,0.234352788
3822,3,19,0.234326821
4124,3,25,0.234318675
4213,3,27,0.234293916
3872,3,20,0.234253292
4143,3,25,0.234248872
3788,3,18,0.234242572
4035,3,23,0.234234152
3653,3,16,0.234233851
4109,3,25,0.234227908
3739,3,17,0.234220404
3810,3,19,0.234214602
3701,3,17,0.234211429
3857,3,20,0.234203488
4187,3,26,0.234173778
4080,3,24,0.234169849
4099,3,24,0.234141795
3860,3,20,0.234112993
4120,3,25,0.234109156
4155,3,26,0.234107374
3962,3,22,0.234072708
3752,3,18,0.233979378
4189,3,26,0.233973732
4051,3,24,0.233968946
4298,3,28,0.233956132
3757,3,18,0.233938279
4141,3,25,0.233934383
4045,3,23,0.233911234
4028,3,23,0.23390597
3825,3,19,0.233903772
3650,3,16,0.23389986
4164,3,26,0.233898063
3683,3,16,0.233895262
3977,3,22,0.233885691
4034,3,23,0.233885099
4146,3,25,0.233872691
4156,3,26,0.233861517
4294,3,28,0.233854107
3728,3,17,0.233818422
3656,3,16,0.233803201
3705,3,17,0.233798692
3952,3,22,0.233795844
3723,3,17,0.233784342
3734,3,17,0.233733756
3772,3,18,0.233714066
3764,3,18,0.233713697
3922,3,21,0.233679798
3712,3,17,0.233639573
3760,3,18,0.233633806
3775,3,18,0.233591016
3988,3,22,0.23358902
3816,3,19,0.233579769
3817,3,19,0.23356756
3693,3,16,0.233552888
3875,3,20,0.233527209
3910,3,21,0.233516988
4153,3,26,0.233510585
3907,3,21,0.233507465
3663,3,16,0.233504397
4023,3,23,0.2334937
4092,3,24,0.233490297
4090,3,24,0.233463652
4004,3,23,0.233452883
4058,3,24,0.233407196
4150,3,26,0.233406502
3727,3,17,0.233395644
3867,3,20,0.2333697
3671,3,16,0.233316988
3687,3,16,0.23330033
3881,3,20,0.233295692
4182,3,26,0.233281527
4215,3,27,0.233272243
4121,3,25,0.233269865
3866,3,20,0.233261483
3766,3,18,0.233221926
4147,3,25,0.233217551
3659,3,16,0.233199343
4183,3,26,0.233168629
3931,3,21,0.233166874
3665,3,16,0.233085213
3767,3,18,0.233075155
4214,3,27,0.233066882
4205,3,27,0.232979722
4326,3,29,0.232975436
4174,3,26,0.232945175
3831,3,19,0.232922736
4012,3,23,0.232906435
4149,3,25,0.232900011
4085,3,24,0.232887699
3811,3,19,0.232873629
4002,3,23,0.232866008
4159,3,26,0.232847101
4193,3,26,0.23282886
4101,3,25,0.232820847
4130,3,25,0.232806001
3674,3,16,0.232797198
4169,3,26,0.232793874
4170,3,26,0.23278391
3972,3,22,0.232783199
4084,3,24,0.232771552
4078,3,24,0.232762794
4027,3,23,0.232750949
3981,3,22,0.232683573
4191,3,26,0.232680994
4263,3,28,0.232673795
3917,3,21,0.23267225
3925,3,21,0.232661509
4236,3,27,0.232659608
4239,3,27,0.2326575
4196,3,26,0.232618949
3761,3,18,0.232615029
3738,3,17,0.232601636
3960,3,22,0.232599515
3670,3,16,0.232585966
4095,3,24,0.2325767
3696,3,16,0.232572494
4038,3,23,0.23256097
4237,3,27,0.232532256
3957,3,22,0.23250329
3707,3,17,0.232501356
3916,3,21,0.232469213
3861,3,20,0.232406966
3725,3,17,0.232320554
4206,3,27,0.232273795
3702,3,17,0.232248041
4073,3,24,0.232211297
3722,3,17,0.232153962
4140,3,25,0.23215391
4054,3,24,0.232150655
3710,3,17,0.232107891
3685,3,16,0.232099761
4142,3,25,0.232076333
3699,3,16,0.232072019
3692,3,16,0.232044153
4108,3,25,0.23203536
3658,3,16,0.232006513
4232,3,27,0.231993714
3690,3,16,0.231983072
4031,3,23,0.23195661
4264,3,28,0.231947278
3716,3,17,0.231910153
3781,3,18,0.231890302
4197,3,26,0.231881637
3682,3,16,0.231877575
3680,3,16,0.231869622
4203,3,27,0.231868056
4171,3,26,0.231859769
4348,3,29,0.231845037
3697,3,16,0.231839858
4200,3,27,0.231827769
4052,3,24,0.231783481
4344,3,29,0.231773878
3695,3,16,0.231769584
3691,3,16,0.231722382
3654,3,16,0.231711611
4022,3,23,0.23169132
3714,3,17,0.231678354
3967,3,22,0.23165632
3717,3,17,0.231623371
4062,3,24,0.231612187
4255,3,28,0.231597947
4233,3,27,0.231570515
4265,3,28,0.231559399
4134,3,25,0.231542625
4151,3,26,0.231529631
4199,3,26,0.23151889
4128,3,25,0.231495377
3975,3,22,0.231491073
4077,3,24,0.231487656
4010,3,23,0.231482828
4135,3,25,0.231420379
3911,3,21,0.231411787
4088,3,24,0.23140128
4224,3,27,0.231393101
3966,3,22,0.231390782
3711,3,17,0.231365972
4007,3,23,0.231313966
4209,3,27,0.231306718
4220,3,27,0.231290545
4180,3,26,0.23128349
4241,3,27,0.231257723
4243,3,27,0.231255575
3651,3,16,0.231235296
4246,3,27,0.231200827
4145,3,25,0.231146724
4289,3,28,0.231086665
4219,3,27,0.231077092
4081,3,24,0.231046891
3648,3,15,0.230995072
3678,3,16,0.230960307
3644,3,15,0.230937378
3689,3,16,0.230919244
3673,3,16,0.23087182
3684,3,16,0.230856497
3662,3,16,0.230828613
4123,3,25,0.230803564
4104,3,25,0.230742909
4313,3,29,0.230728849
4190,3,26,0.23071223
4286,3,28,0.230706354
3636,3,15,0.230702959
4287,3,28,0.230661437
3677,3,16,0.230608479
4376,3,30,0.230604947
3655,3,16,0.230599878
4102,3,25,0.230561294
4158,3,26,0.230544204
4192,3,26,0.230516794
4072,3,24,0.230476697
4256,3,28,0.230464671
4282,3,28,0.230462168
4017,3,23,0.230454331
4314,3,29,0.230451081
3619,3,15,0.230411178
4247,3,27,0.230374888
4221,3,27,0.230298012
4060,3,24,0.230234408
4112,3,25,0.230208194
4184,3,26,0.230176825
4016,3,23,0.23015553
4025,3,23,0.230147788
4138,3,25,0.230124327
4127,3,25,0.230109647
4178,3,26,0.230084872
3961,3,22,0.230067824
4201,3,27,0.230065771
4250,3,28,0.230024593
4057,3,24,0.230011217
4253,3,28,0.230007734
4131,3,25,0.229972281
4249,3,27,0.229970072
3731,3,17,0.229966767
4305,3,29,0.229875955
4185,3,26,0.229818621
3675,3,16,0.229807047
3657,3,16,0.229798935
4283,3,28,0.229750743
3688,3,16,0.22972055
3626,3,15,0.22963409
4195,3,26,0.229611878
4274,3,28,0.229609952
4291,3,28,0.229606065
3603,3,15,0.229595117
4230,3,27,0.229584561
4270,3,28,0.229574888
4296,3,28,0.22955731
4259,3,28,0.2295524
4315,3,29,0.229538892
4293,3,28,0.229473489
3672,3,16,0.229372638
4398,3,30,0.229360137
3660,3,16,0.229357581
3666,3,16,0.229353325
4394,3,30,0.229324057
3600,3,15,0.229324048
3652,3,16,0.229306365
3633,3,15,0.229292459
4173,3,26,0.229259929
4154,3,26,0.229212536
4339,3,29,0.229184591
4152,3,26,0.229181122
4122,3,25,0.229155786
4269,3,28,0.229149105
4067,3,24,0.22914221
4240,3,27,0.229111823
3606,3,15,0.229105031
3643,3,15,0.228992408
3667,3,16,0.228929599
4208,3,27,0.228909718
3621,3,15,0.228881597
4110,3,25,0.228868236
3661,3,16,0.228838976
4066,3,24,0.228828872
3818,3,19,0.228807819
4242,3,27,0.228791235
3768,3,18,0.228765286
4181,3,26,0.228720376
3613,3,15,0.228714842
4188,3,26,0.228713156
4075,3,24,0.228705944
4162,3,26,0.228678838
4234,3,27,0.228645665
4297,3,28,0.228644612
3609,3,15,0.228618671
4107,3,25,0.228612847
4332,3,29,0.228605021
4177,3,26,0.228597819
4271,3,28,0.228528433
4364,3,30,0.228518202
3664,3,16,0.228509149
4228,3,27,0.228505871
4011,3,23,0.22850396
4337,3,29,0.228491437
4336,3,29,0.228461936
3637,3,15,0.228455182
4363,3,30,0.228399534
4251,3,28,0.228373542
4306,3,29,0.228360178
3615,3,15,0.22828352
4299,3,28,0.228198092
3868,3,20,0.228161045
3624,3,15,0.228150237
4235,3,27,0.228060762
3646,3,15,0.228057647
3620,3,15,0.227995952
4245,3,27,0.227952192
4300,3,29,0.227919688
4303,3,29,0.227856708
4426,3,31,0.22781602
3718,3,17,0.227758384
4355,3,30,0.227747668
4117,3,25,0.227738497
4172,3,26,0.227710978
4280,3,28,0.227661743
4341,3,29,0.227645723
4333,3,29,0.227633057
3635,3,15,0.227623578
4202,3,27,0.22761604
4346,3,29,0.227607411
3649,3,15,0.227598099
4223,3,27,0.227561267
4320,3,29,0.227559294
3640,3,15,0.227546693
4204,3,27,0.227534751
3642,3,15,0.227534262
3608,3,15,0.22752325
4324,3,29,0.227521943
4309,3,29,0.227505068
4116,3,25,0.227429858
3604,3,15,0.227421389
4343,3,29,0.227403095
4160,3,26,0.227366496
3632,3,15,0.227359344
3647,3,15,0.227331141
4290,3,28,0.227298659
3645,3,15,0.227294036
3630,3,15,0.227280756
4231,3,27,0.227274285
4125,3,25,0.227182056
4365,3,30,0.227152901
4238,3,27,0.227142658
4157,3,26,0.227102646
4258,3,28,0.227074724
3641,3,15,0.227054355
3918,3,21,0.227027219
4212,3,27,0.227000399
4319,3,29,0.226935252
4227,3,27,0.226924515
3681,3,16,0.226922014
4389,3,30,0.22689372
4284,3,28,0.226891995
4292,3,28,0.226851754
4061,3,24,0.226798867
3601,3,15,0.226742084
4278,3,28,0.226706281
4347,3,29,0.22661444
3628,3,15,0.226571531
4448,3,31,0.226476987
4444,3,31,0.226473526
4321,3,29,0.226471017
3612,3,15,0.22645163
3634,3,15,0.226443952
3623,3,15,0.226400805
4301,3,29,0.2263743
4382,3,30,0.226360868
3627,3,15,0.226268091
4167,3,26,0.226225136
4349,3,29,0.226126671
4414,3,31,0.226115416
4222,3,27,0.226114681
4295,3,28,0.226112381
3639,3,15,0.226108377
4285,3,28,0.226096975
4387,3,30,0.225969493
4166,3,26,0.225936406
3605,3,15,0.225933366
4356,3,30,0.225902508
4386,3,30,0.225873828
4252,3,28,0.225817896
3625,3,15,0.225723004
4210,3,27,0.225704966
4273,3,28,0.225658658
4254,3,28,0.225655977
4413,3,31,0.225654547
3968,3,22,0.225599858
4281,3,28,0.225591787
4175,3,26,0.225561728
3668,3,16,0.225501096
3607,3,15,0.225499462
4350,3,30,0.225455765
4207,3,27,0.22545403
4330,3,29,0.225446294
4288,3,28,0.2253596
4353,3,30,0.225357947
4391,3,30,0.225315444
4396,3,30,0.225289303
3638,3,15,0.225285547
3616,3,15,0.225238713
4340,3,29,0.225196179
4370,3,30,0.225183836
4405,3,31,0.225178867
4383,3,30,0.225160074
4262,3,28,0.225120576
4359,3,30,0.225103734
4374,3,30,0.225074227
3610,3,15,0.225063863
3622,3,15,0.225058475
4277,3,28,0.22503916
4393,3,30,0.224982541
4111,3,25,0.224972283
4308,3,29,0.224959881
4334,3,29,0.224838499
3602,3,15,0.224835068
3611,3,15,0.224719786
3617,3,15,0.224676947
4342,3,29,0.224626667
4328,3,29,0.22461171
4476,3,32,0.224599575
4217,3,27,0.224575234
4369,3,30,0.224380389
4415,3,31,0.22436976
4216,3,27,0.224314652
4272,3,28,0.224313369
4397,3,30,0.224226414
4439,3,31,0.224185021
3598,3,14,0.224140107
3594,3,14,0.224080146
4371,3,30,0.224063019
3586,3,14,0.224019315
4018,3,23,0.224018003
4345,3,29,0.224009485
4351,3,30,0.224009451
3614,3,15,0.223906544
3569,3,14,0.223887663
4335,3,29,0.223857028
4260,3,28,0.223834014
4225,3,27,0.223823193
4302,3,29,0.22371762
4432,3,31,0.223698414
4399,3,30,0.223697473
4257,3,28,0.223615484
4331,3,29,0.2236113
4304,3,29,0.223500696
4323,3,29,0.223480175
4338,3,29,0.223289832
4464,3,32,0.223229266
4494,3,32,0.223212153
4498,3,32,0.223189044
3829,3,19,0.223084569
4437,3,31,0.223068651
4406,3,31,0.223060519
4161,3,26,0.223014054
3553,3,14,0.222990398
4312,3,29,0.222964606
4436,3,31,0.222915815
3779,3,18,0.22288836
4380,3,30,0.222887431
4327,3,29,0.222870363
3550,3,14,0.222788817
3576,3,14,0.222776528
4390,3,30,0.222746608
4267,3,28,0.22273316
3583,3,14,0.22272229
3879,3,20,0.222608402
4400,3,31,0.222605162
4441,3,31,0.222583669
4446,3,31,0.222568415
4266,3,28,0.22250584
4358,3,30,0.22250504
3593,3,14,0.222491008
4463,3,32,0.22248325
4403,3,31,0.222481164
3556,3,14,0.222470844
3631,3,15,0.222468406
3571,3,14,0.222466818
4384,3,30,0.222426958
4420,3,31,0.222415936
4068,3,24,0.222360754
4409,3,31,0.222313529
4433,3,31,0.222303607
4424,3,31,0.222238617
4322,3,29,0.222231588
4443,3,31,0.222176821
4378,3,30,0.222166033
4455,3,32,0.222158052
3559,3,14,0.222097704
4392,3,30,0.222062887
3563,3,14,0.222037444
4275,3,28,0.221911485
3729,3,17,0.221804112
3587,3,14,0.221712581
3618,3,15,0.221683487
4310,3,29,0.221680242
3929,3,21,0.221606154
3596,3,14,0.221594734
3565,3,14,0.221588578
4395,3,30,0.221577355
3574,3,14,0.221555296
4307,3,29,0.221511592
3570,3,14,0.221474645
4419,3,31,0.221456236
4447,3,31,0.22144898
4385,3,30,0.221288234
4381,3,30,0.221276487
4421,3,31,0.221270033
4352,3,30,0.221264585
4401,3,31,0.2212483
3599,3,14,0.2212053
3554,3,14,0.221185601
4465,3,32,0.221175491
3585,3,14,0.221173036
3590,3,14,0.221171486
3558,3,14,0.221118709
3592,3,14,0.221075686
4489,3,32,0.221053297
4354,3,30,0.221011109
4373,3,30,0.220970133
3582,3,14,0.220934665
3597,3,14,0.220912718
4211,3,27,0.220907455
4449,3,31,0.220882274
4388,3,30,0.220876052
3595,3,14,0.22087415
3580,3,14,0.220798064
4118,3,25,0.220651258
4317,3,29,0.220620965
4482,3,32,0.220605191
4362,3,30,0.220475073
3591,3,14,0.220445646
4316,3,29,0.220430906
4377,3,30,0.220364414
3551,3,14,0.220361658
3578,3,14,0.220275354
3979,3,22,0.220214727
3562,3,14,0.220138318
3584,3,14,0.220119925
3573,3,14,0.220004148
3577,3,14,0.219997533
4430,3,31,0.219960698
4440,3,31,0.219919551
4456,3,32,0.219821113
4372,3,30,0.21981209
4487,3,32,0.219779175
4325,3,29,0.219746936
3575,3,14,0.219683828
4408,3,31,0.219677655
4434,3,31,0.219628972
3679,3,16,0.219601156
4486,3,32,0.219580265
4491,3,32,0.219437927
4496,3,32,0.219431616
3589,3,14,0.219430339
3555,3,14,0.219426511
4450,3,32,0.219359593
4428,3,31,0.219340894
4470,3,32,0.219242186
3557,3,14,0.21922552
4453,3,32,0.219216054
4360,3,30,0.219189641
3566,3,14,0.219171607
4442,3,31,0.219135639
4459,3,32,0.219120303
4357,3,30,0.219081136
4483,3,32,0.21905351
4474,3,32,0.219006615
4493,3,32,0.21897171
3588,3,14,0.218929017
4168,3,26,0.218871035
3560,3,14,0.21885527
3572,3,14,0.21883407
4445,3,31,0.218777633
3561,3,14,0.218643976
4261,3,28,0.218612586
4431,3,31,0.218559008
4029,3,23,0.218542373
3567,3,14,0.218492985
3552,3,14,0.218465045
4402,3,31,0.21843486
4435,3,31,0.218364003
4497,3,32,0.218269422
4367,3,30,0.218178566
4404,3,31,0.218156844
4469,3,32,0.218153405
4423,3,31,0.218098505
4438,3,31,0.218087211
4451,3,32,0.218081321
4471,3,32,0.218078676
4366,3,30,0.218028049
4499,3,32,0.217672021
4412,3,31,0.217621899
